time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/11/30 19:15:52.906, 130, 213, 188
2022/11/30 19:15:54.412, 149, 196, 162
2022/11/30 19:15:55.918, 134, 210, 174
2022/11/30 19:15:57.424, 138, 209, 167
2022/11/30 19:15:58.929, 145, 211, 169
2022/11/30 19:16:00.435, 135, 227, 166
2022/11/30 19:16:01.941, 130, 226, 188
2022/11/30 19:16:03.446, 134, 225, 185
2022/11/30 19:16:04.952, 150, 225, 196
2022/11/30 19:16:06.458, 141, 214, 210
2022/11/30 19:16:07.964, 128, 230, 207
2022/11/30 19:16:09.469, 147, 231, 189
2022/11/30 19:16:10.976, 143, 212, 161
2022/11/30 19:16:12.481, 126, 211, 165
2022/11/30 19:16:13.987, 142, 214, 168
2022/11/30 19:16:15.493, 134, 218, 165
2022/11/30 19:16:16.999, 137, 224, 179
2022/11/30 19:16:18.505, 142, 215, 174
2022/11/30 19:16:20.011, 136, 218, 167
2022/11/30 19:16:21.517, 130, 217, 181
2022/11/30 19:16:23.023, 148, 223, 180
2022/11/30 19:16:24.529, 131, 218, 168
2022/11/30 19:16:26.035, 152, 209, 178
2022/11/30 19:16:27.540, 140, 209, 174
2022/11/30 19:16:29.047, 127, 212, 171
2022/11/30 19:16:30.552, 137, 220, 170
2022/11/30 19:16:32.058, 143, 216, 172
2022/11/30 19:16:33.564, 132, 212, 176
2022/11/30 19:16:35.070, 138, 220, 171
2022/11/30 19:16:36.576, 144, 215, 173
2022/11/30 19:16:38.082, 138, 213, 165
2022/11/30 19:16:39.588, 139, 232, 165
2022/11/30 19:16:41.094, 149, 213, 181
2022/11/30 19:16:42.600, 138, 210, 176
2022/11/30 19:16:44.106, 142, 210, 177
2022/11/30 19:16:45.612, 139, 217, 166
2022/11/30 19:16:47.118, 132, 238, 176
2022/11/30 19:16:48.624, 137, 229, 167
2022/11/30 19:16:50.130, 141, 211, 189
2022/11/30 19:16:51.636, 131, 218, 182
2022/11/30 19:16:53.142, 132, 221, 180
2022/11/30 19:16:54.648, 140, 242, 178
2022/11/30 19:16:56.153, 134, 239, 170
2022/11/30 19:16:57.659, 130, 213, 160
2022/11/30 19:16:59.165, 141, 212, 174
2022/11/30 19:17:00.670, 151, 212, 180
2022/11/30 19:17:02.176, 142, 209, 178
2022/11/30 19:17:03.681, 132, 219, 172
2022/11/30 19:17:05.187, 134, 215, 182
2022/11/30 19:17:06.692, 144, 232, 174
2022/11/30 19:17:08.199, 138, 232, 157
